#,x_cen,y_cen,Cluster,x1,y1,x2,y2,x3,y3,x4,y4,nombre_imagen
10036,278,121,14,253,108,253,135,302,135,302,108,2013-03-18_13_05_08
10037,192,89,19,168,78,168,100,215,100,215,78,2013-03-18_13_05_08
10038,254,98,5,231,86,231,110,278,110,278,86,2013-03-18_13_05_08
10039,236,75,7,213,64,213,87,260,87,260,64,2013-03-18_13_05_08
10040,171,50,6,151,40,151,60,192,60,192,40,2013-03-18_13_05_08
10041,179,69,17,158,58,158,80,199,80,199,58,2013-03-18_13_05_08
10042,223,55,9,203,46,203,65,242,65,242,46,2013-03-18_13_05_08
10043,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_05_08
10044,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_15_08
10045,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_15_08
10046,360,216,8,328,197,328,234,391,234,391,197,2013-03-18_13_15_08
10047,245,167,0,216,151,216,183,274,183,274,151,2013-03-18_13_15_08
10048,277,204,16,247,186,247,223,308,223,308,186,2013-03-18_13_15_08
10049,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_13_15_08
10050,300,147,13,274,134,274,161,326,161,326,134,2013-03-18_13_15_08
10051,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_13_15_08
10052,338,290,11,304,268,304,313,372,313,372,268,2013-03-18_13_15_08
10053,326,176,10,297,159,297,193,355,193,355,159,2013-03-18_13_15_08
10054,278,121,14,253,108,253,135,302,135,302,108,2013-03-18_13_15_08
10055,191,89,19,168,78,168,100,215,100,215,78,2013-03-18_13_15_08
10056,257,97,5,234,84,234,111,279,111,279,84,2013-03-18_13_15_08
10057,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_13_15_08
10058,171,50,6,150,40,150,60,192,60,192,40,2013-03-18_13_15_08
10059,178,69,17,158,58,158,80,199,80,199,58,2013-03-18_13_15_08
10060,222,55,9,203,46,203,65,242,65,242,46,2013-03-18_13_15_08
10061,194,24,15,176,15,176,32,212,32,212,15,2013-03-18_13_15_08
10062,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_20_08
10063,360,216,8,328,197,328,234,391,234,391,197,2013-03-18_13_20_08
10064,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_20_08
10065,245,167,0,217,151,217,182,274,182,274,151,2013-03-18_13_20_08
10066,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_13_20_08
10067,277,204,16,246,186,246,223,308,223,308,186,2013-03-18_13_20_08
10068,300,147,13,274,134,274,161,326,161,326,134,2013-03-18_13_20_08
10069,338,289,11,304,267,304,311,372,311,372,267,2013-03-18_13_20_08
10070,213,112,3,189,99,189,126,237,126,237,99,2013-03-18_13_20_08
10071,278,121,14,253,108,253,134,302,134,302,108,2013-03-18_13_20_08
10072,326,176,10,297,159,297,193,355,193,355,159,2013-03-18_13_20_08
10073,192,89,19,168,78,168,100,215,100,215,78,2013-03-18_13_20_08
10074,257,97,5,234,84,234,110,279,110,279,84,2013-03-18_13_20_08
10075,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_13_20_08
10076,171,50,6,151,40,151,60,192,60,192,40,2013-03-18_13_20_08
10077,179,69,17,158,58,158,79,199,79,199,58,2013-03-18_13_20_08
10078,223,55,9,203,46,203,65,242,65,242,46,2013-03-18_13_20_08
10079,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_20_08
10080,194,11,15,175,4,175,18,213,18,213,4,2013-03-18_13_20_08
10081,215,40,2,195,30,195,49,235,49,235,30,2013-03-18_13_20_08
10082,338,325,20,317,314,317,336,358,336,358,314,2013-03-18_13_20_08
10083,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_25_08
10084,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_25_08
10085,360,216,8,329,198,329,234,391,234,391,198,2013-03-18_13_25_08
10086,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_13_25_08
10087,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_13_25_08
10088,300,147,13,274,134,274,161,326,161,326,134,2013-03-18_13_25_08
10089,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_13_25_08
10090,213,112,3,189,99,189,126,237,126,237,99,2013-03-18_13_25_08
10091,338,290,11,304,268,304,313,373,313,373,268,2013-03-18_13_25_08
10092,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_13_25_08
10093,278,121,14,253,108,253,135,302,135,302,108,2013-03-18_13_25_08
10094,191,89,19,168,78,168,100,215,100,215,78,2013-03-18_13_25_08
10095,257,97,5,235,84,235,110,279,110,279,84,2013-03-18_13_25_08
10096,236,75,7,213,64,213,86,260,86,260,64,2013-03-18_13_25_08
10097,171,50,6,151,40,151,59,192,59,192,40,2013-03-18_13_25_08
10098,179,69,17,159,58,159,79,200,79,200,58,2013-03-18_13_25_08
10099,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_25_08
10100,222,55,9,203,46,203,65,242,65,242,46,2013-03-18_13_25_08
10101,195,11,15,175,4,175,18,214,18,214,4,2013-03-18_13_25_08
10102,215,40,2,195,30,195,49,235,49,235,30,2013-03-18_13_25_08
10103,360,216,8,329,197,329,234,391,234,391,197,2013-03-18_13_30_08
10104,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_30_08
10105,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_30_08
10106,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_13_30_08
10107,245,167,0,217,151,217,183,273,183,273,151,2013-03-18_13_30_08
10108,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_13_30_08
10109,213,112,3,188,99,188,126,238,126,238,99,2013-03-18_13_30_08
10110,338,290,11,304,268,304,312,372,312,372,268,2013-03-18_13_30_08
10111,300,147,13,274,134,274,161,326,161,326,134,2013-03-18_13_30_08
10112,326,176,10,297,160,297,193,354,193,354,160,2013-03-18_13_30_08
10113,277,121,14,253,108,253,134,302,134,302,108,2013-03-18_13_30_08
10114,192,89,19,168,78,168,100,215,100,215,78,2013-03-18_13_30_08
10115,257,97,5,234,84,234,111,279,111,279,84,2013-03-18_13_30_08
10116,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_13_30_08
10117,171,50,6,150,40,150,60,192,60,192,40,2013-03-18_13_30_08
10118,179,69,17,158,58,158,79,199,79,199,58,2013-03-18_13_30_08
10119,223,55,9,203,46,203,64,243,64,243,46,2013-03-18_13_30_08
10120,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_30_08
10121,195,11,15,176,4,176,18,214,18,214,4,2013-03-18_13_30_08
10122,215,40,2,195,30,195,49,236,49,236,30,2013-03-18_13_30_08
10123,152,33,1,130,24,130,43,174,43,174,24,2013-03-18_13_30_08
10124,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_35_09
10125,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_35_09
10126,360,216,8,329,198,329,234,391,234,391,198,2013-03-18_13_35_09
10127,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_13_35_09
10128,338,290,11,304,268,304,312,372,312,372,268,2013-03-18_13_35_09
10129,277,204,16,246,186,246,223,308,223,308,186,2013-03-18_13_35_09
10130,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_13_35_09
10131,300,147,13,274,134,274,161,326,161,326,134,2013-03-18_13_35_09
10132,213,112,3,189,99,189,126,237,126,237,99,2013-03-18_13_35_09
10133,326,176,10,297,159,297,193,355,193,355,159,2013-03-18_13_35_09
10134,278,121,14,253,108,253,134,302,134,302,108,2013-03-18_13_35_09
10135,192,89,19,168,78,168,99,215,99,215,78,2013-03-18_13_35_09
10136,257,97,5,234,84,234,110,279,110,279,84,2013-03-18_13_35_09
10137,236,75,7,213,65,213,86,259,86,259,65,2013-03-18_13_35_09
10138,171,50,6,150,40,150,60,192,60,192,40,2013-03-18_13_35_09
10139,179,69,17,158,58,158,79,200,79,200,58,2013-03-18_13_35_09
10140,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_13_35_09
10141,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_35_09
10142,215,39,2,195,30,195,49,235,49,235,30,2013-03-18_13_35_09
10143,195,11,15,176,4,176,18,214,18,214,4,2013-03-18_13_35_09
10144,360,216,8,329,198,329,234,391,234,391,198,2013-03-18_13_40_09
10145,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_40_09
10146,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_40_09
10147,277,204,16,246,186,246,223,308,223,308,186,2013-03-18_13_40_09
10148,224,136,12,197,120,197,152,250,152,250,120,2013-03-18_13_40_09
10149,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_13_40_09
10150,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_13_40_09
10151,338,290,11,304,267,304,313,373,313,373,267,2013-03-18_13_40_09
10152,302,146,13,276,132,276,161,328,161,328,132,2013-03-18_13_40_09
10153,326,176,10,297,159,297,193,354,193,354,159,2013-03-18_13_40_09
10154,277,121,14,253,108,253,134,302,134,302,108,2013-03-18_13_40_09
10155,191,89,19,168,78,168,100,214,100,214,78,2013-03-18_13_40_09
10156,257,97,5,235,84,235,111,279,111,279,84,2013-03-18_13_40_09
10157,171,50,6,150,40,150,60,192,60,192,40,2013-03-18_13_40_09
10158,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_13_40_09
10159,179,69,17,158,58,158,79,200,79,200,58,2013-03-18_13_40_09
10160,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_13_40_09
10161,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_40_09
10162,215,39,2,195,30,195,49,235,49,235,30,2013-03-18_13_40_09
10163,194,11,15,175,4,175,18,214,18,214,4,2013-03-18_13_40_09
10164,338,326,20,319,315,319,337,357,337,357,315,2013-03-18_13_40_09
10165,360,216,8,329,197,329,234,391,234,391,197,2013-03-18_13_45_09
10166,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_45_09
10167,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_45_09
10168,277,204,16,246,185,246,222,308,222,308,185,2013-03-18_13_45_09
10169,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_13_45_09
10170,224,136,12,197,120,197,152,250,152,250,120,2013-03-18_13_45_09
10171,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_13_45_09
10172,339,290,11,304,267,304,312,373,312,373,267,2013-03-18_13_45_09
10173,302,146,13,276,131,276,161,329,161,329,131,2013-03-18_13_45_09
10174,326,176,10,297,160,297,193,354,193,354,160,2013-03-18_13_45_09
10175,277,121,14,253,108,253,134,302,134,302,108,2013-03-18_13_45_09
10176,191,89,19,168,78,168,99,215,99,215,78,2013-03-18_13_45_09
10177,257,97,5,234,84,234,110,279,110,279,84,2013-03-18_13_45_09
10178,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_13_45_09
10179,171,50,6,150,40,150,59,192,59,192,40,2013-03-18_13_45_09
10180,179,69,17,158,58,158,79,200,79,200,58,2013-03-18_13_45_09
10181,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_13_45_09
10182,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_45_09
10183,215,39,2,195,29,195,49,235,49,235,29,2013-03-18_13_45_09
10184,338,326,20,318,315,318,337,357,337,357,315,2013-03-18_13_45_09
10185,194,11,15,175,4,175,18,214,18,214,4,2013-03-18_13_45_09
10186,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_13_55_09
10187,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_13_55_09
10188,359,216,8,328,198,328,234,391,234,391,198,2013-03-18_13_55_09
10189,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_13_55_09
10190,277,204,16,246,185,246,223,308,223,308,185,2013-03-18_13_55_09
10191,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_13_55_09
10192,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_13_55_09
10193,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_13_55_09
10194,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_13_55_09
10195,338,290,11,304,267,304,312,373,312,373,267,2013-03-18_13_55_09
10196,278,121,14,253,108,253,135,302,135,302,108,2013-03-18_13_55_09
10197,192,89,19,168,78,168,100,215,100,215,78,2013-03-18_13_55_09
10198,257,97,5,234,84,234,110,279,110,279,84,2013-03-18_13_55_09
10199,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_13_55_09
10200,172,68,17,150,54,150,81,193,81,193,54,2013-03-18_13_55_09
10201,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_13_55_09
10202,171,50,6,151,40,151,60,192,60,192,40,2013-03-18_13_55_09
10203,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_13_55_09
10204,195,11,15,176,4,176,18,213,18,213,4,2013-03-18_13_55_09
10205,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_00_09
10206,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_00_09
10207,359,216,8,328,198,328,234,391,234,391,198,2013-03-18_14_00_09
10208,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_00_09
10209,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_14_00_09
10210,277,204,16,246,185,246,223,308,223,308,185,2013-03-18_14_00_09
10211,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_14_00_09
10212,224,136,12,197,120,197,152,252,152,252,120,2013-03-18_14_00_09
10213,277,121,14,253,108,253,135,302,135,302,108,2013-03-18_14_00_09
10214,326,176,10,297,160,297,193,354,193,354,160,2013-03-18_14_00_09
10215,338,290,11,304,268,304,313,372,313,372,268,2013-03-18_14_00_09
10216,172,67,17,150,54,150,79,193,79,193,54,2013-03-18_14_00_09
10217,191,89,19,168,78,168,100,215,100,215,78,2013-03-18_14_00_09
10218,257,97,5,234,84,234,111,279,111,279,84,2013-03-18_14_00_09
10219,236,75,7,213,63,213,86,259,86,259,63,2013-03-18_14_00_09
10220,171,50,6,151,40,151,60,191,60,191,40,2013-03-18_14_00_09
10221,223,55,9,203,46,203,65,242,65,242,46,2013-03-18_14_00_09
10222,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_00_09
10223,216,39,2,196,29,196,49,236,49,236,29,2013-03-18_14_00_09
10224,195,11,15,176,4,176,18,214,18,214,4,2013-03-18_14_00_09
10225,360,216,8,328,198,328,234,391,234,391,198,2013-03-18_14_05_09
10226,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_05_09
10227,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_05_09
10228,245,167,0,217,151,217,184,274,184,274,151,2013-03-18_14_05_09
10229,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_14_05_09
10230,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_05_09
10231,213,112,3,188,99,188,125,237,125,237,99,2013-03-18_14_05_09
10232,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_14_05_09
10233,326,176,10,297,160,297,193,354,193,354,160,2013-03-18_14_05_09
10234,338,290,11,304,267,304,312,372,312,372,267,2013-03-18_14_05_09
10235,278,121,14,253,108,253,135,302,135,302,108,2013-03-18_14_05_09
10236,191,89,19,168,78,168,100,214,100,214,78,2013-03-18_14_05_09
10237,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_05_09
10238,257,97,5,234,84,234,111,279,111,279,84,2013-03-18_14_05_09
10239,236,75,7,213,64,213,85,260,85,260,64,2013-03-18_14_05_09
10240,171,50,6,150,40,150,60,192,60,192,40,2013-03-18_14_05_09
10241,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_05_09
10242,222,56,9,202,46,202,65,242,65,242,46,2013-03-18_14_05_09
10243,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_10_09
10244,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_10_09
10245,359,216,8,328,198,328,234,391,234,391,198,2013-03-18_14_10_09
10246,213,112,3,188,99,188,125,237,125,237,99,2013-03-18_14_10_09
10247,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_14_10_09
10248,246,167,0,217,151,217,183,275,183,275,151,2013-03-18_14_10_09
10249,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_14_10_09
10250,338,290,11,304,268,304,313,373,313,373,268,2013-03-18_14_10_09
10251,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_10_09
10252,277,121,14,253,108,253,135,302,135,302,108,2013-03-18_14_10_09
10253,274,204,16,240,185,240,222,307,222,307,185,2013-03-18_14_10_09
10254,191,89,19,168,78,168,100,215,100,215,78,2013-03-18_14_10_09
10255,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_10_09
10256,257,97,5,234,84,234,111,280,111,280,84,2013-03-18_14_10_09
10257,236,75,7,213,64,213,86,260,86,260,64,2013-03-18_14_10_09
10258,171,50,6,150,39,150,60,191,60,191,39,2013-03-18_14_10_09
10259,152,33,1,130,23,130,43,174,43,174,23,2013-03-18_14_10_09
10260,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_14_10_09
10261,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_10_09
10262,195,11,15,176,4,176,18,213,18,213,4,2013-03-18_14_10_09
10263,215,39,2,195,29,195,49,236,49,236,29,2013-03-18_14_10_09
10264,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_15_09
10265,360,216,8,329,198,329,234,391,234,391,198,2013-03-18_14_15_09
10266,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_15_09
10267,277,204,16,246,185,246,222,308,222,308,185,2013-03-18_14_15_09
10268,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_15_09
10269,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_14_15_09
10270,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_14_15_09
10271,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_14_15_09
10272,338,290,11,304,267,304,313,372,313,372,267,2013-03-18_14_15_09
10273,277,121,14,253,108,253,135,302,135,302,108,2013-03-18_14_15_09
10274,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_15_09
10275,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_15_09
10276,191,89,19,168,78,168,100,214,100,214,78,2013-03-18_14_15_09
10277,257,97,5,234,84,234,111,279,111,279,84,2013-03-18_14_15_09
10278,236,76,7,213,65,213,86,259,86,259,65,2013-03-18_14_15_09
10279,171,50,6,150,39,150,60,192,60,192,39,2013-03-18_14_15_09
10280,152,33,1,130,23,130,42,174,42,174,23,2013-03-18_14_15_09
10281,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_14_15_09
10282,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_15_09
10283,194,11,15,175,4,175,18,214,18,214,4,2013-03-18_14_15_09
10284,215,39,2,195,29,195,49,235,49,235,29,2013-03-18_14_15_09
10285,304,245,18,270,224,270,266,338,266,338,224,2013-03-18_14_20_09
10286,360,216,8,329,197,329,234,391,234,391,197,2013-03-18_14_20_09
10287,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_20_09
10288,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_20_09
10289,245,167,0,216,151,216,183,274,183,274,151,2013-03-18_14_20_09
10290,213,112,3,188,99,188,125,237,125,237,99,2013-03-18_14_20_09
10291,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_14_20_09
10292,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_14_20_09
10293,338,289,11,304,267,304,312,372,312,372,267,2013-03-18_14_20_09
10294,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_20_09
10295,277,121,14,253,108,253,135,302,135,302,108,2013-03-18_14_20_09
10296,191,89,19,168,78,168,100,214,100,214,78,2013-03-18_14_20_09
10297,172,67,17,150,54,150,79,193,79,193,54,2013-03-18_14_20_09
10298,257,97,5,234,84,234,110,279,110,279,84,2013-03-18_14_20_09
10299,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_14_20_09
10300,152,33,1,130,23,130,42,174,42,174,23,2013-03-18_14_20_09
10301,171,49,6,150,39,150,60,191,60,191,39,2013-03-18_14_20_09
10302,194,24,15,176,15,176,32,212,32,212,15,2013-03-18_14_20_09
10303,223,55,9,203,46,203,65,243,65,243,46,2013-03-18_14_20_09
10304,195,11,15,176,4,176,19,214,19,214,4,2013-03-18_14_20_09
10305,215,40,2,195,30,195,49,235,49,235,30,2013-03-18_14_20_09
10306,360,216,8,329,198,329,234,391,234,391,198,2013-03-18_14_25_09
10307,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_25_09
10308,305,245,18,271,224,271,265,338,265,338,224,2013-03-18_14_25_09
10309,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_25_09
10310,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_25_09
10311,213,112,3,188,99,188,125,238,125,238,99,2013-03-18_14_25_09
10312,300,148,13,274,135,274,161,326,161,326,135,2013-03-18_14_25_09
10313,224,136,12,197,120,197,152,250,152,250,120,2013-03-18_14_25_09
10314,277,121,14,253,108,253,135,302,135,302,108,2013-03-18_14_25_09
10315,339,290,11,304,267,304,312,374,312,374,267,2013-03-18_14_25_09
10316,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_25_09
10317,192,89,19,168,78,168,101,215,101,215,78,2013-03-18_14_25_09
10318,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_25_09
10319,257,97,5,235,84,235,110,279,110,279,84,2013-03-18_14_25_09
10320,236,75,7,213,64,213,86,259,86,259,64,2013-03-18_14_25_09
10321,152,33,1,130,23,130,42,174,42,174,23,2013-03-18_14_25_09
10322,171,50,6,150,39,150,60,192,60,192,39,2013-03-18_14_25_09
10323,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_25_09
10324,195,11,15,175,4,175,19,214,19,214,4,2013-03-18_14_25_09
10325,360,216,8,328,198,328,234,391,234,391,198,2013-03-18_14_30_10
10326,300,148,13,274,134,274,161,326,161,326,134,2013-03-18_14_30_10
10327,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_30_10
10328,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_30_10
10329,224,136,12,197,120,197,152,250,152,250,120,2013-03-18_14_30_10
10330,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_30_10
10331,213,112,3,189,99,189,125,238,125,238,99,2013-03-18_14_30_10
10332,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_30_10
10333,338,290,11,304,267,304,312,372,312,372,267,2013-03-18_14_30_10
10334,326,176,10,298,160,298,193,355,193,355,160,2013-03-18_14_30_10
10335,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_30_10
10336,191,90,19,168,78,168,101,215,101,215,78,2013-03-18_14_30_10
10337,257,97,5,234,84,234,110,279,110,279,84,2013-03-18_14_30_10
10338,223,57,9,204,46,204,68,242,68,242,46,2013-03-18_14_30_10
10339,171,50,6,151,39,151,60,192,60,192,39,2013-03-18_14_30_10
10340,194,24,15,176,15,176,32,212,32,212,15,2013-03-18_14_30_10
10341,195,12,15,176,5,176,18,214,18,214,5,2013-03-18_14_30_10
10342,257,49,-1,243,38,243,60,270,60,270,38,2013-03-18_14_30_10
10343,215,39,2,195,30,195,49,236,49,236,30,2013-03-18_14_30_10
10344,300,148,13,274,134,274,161,326,161,326,134,2013-03-18_14_35_10
10345,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_35_10
10346,360,216,8,328,197,328,234,391,234,391,197,2013-03-18_14_35_10
10347,304,245,18,270,224,270,266,338,266,338,224,2013-03-18_14_35_10
10348,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_35_10
10349,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_14_35_10
10350,172,66,17,150,54,150,78,193,78,193,54,2013-03-18_14_35_10
10351,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_35_10
10352,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_14_35_10
10353,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_35_10
10354,338,289,11,304,267,304,311,372,311,372,267,2013-03-18_14_35_10
10355,191,89,19,168,78,168,99,214,99,214,78,2013-03-18_14_35_10
10356,257,97,5,235,84,235,110,279,110,279,84,2013-03-18_14_35_10
10357,171,50,6,150,40,150,60,191,60,191,40,2013-03-18_14_35_10
10358,223,56,9,203,46,203,67,242,67,242,46,2013-03-18_14_35_10
10359,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_35_10
10360,157,34,1,138,25,138,43,176,43,176,25,2013-03-18_14_35_10
10361,215,40,2,195,30,195,49,235,49,235,30,2013-03-18_14_35_10
10362,195,11,15,176,4,176,18,213,18,213,4,2013-03-18_14_35_10
10363,304,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_40_10
10364,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_40_10
10365,360,216,8,329,197,329,234,392,234,392,197,2013-03-18_14_40_10
10366,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_40_10
10367,224,136,12,197,120,197,152,250,152,250,120,2013-03-18_14_40_10
10368,300,148,13,274,134,274,161,326,161,326,134,2013-03-18_14_40_10
10369,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_40_10
10370,213,112,3,189,99,189,125,237,125,237,99,2013-03-18_14_40_10
10371,338,290,11,304,267,304,313,372,313,372,267,2013-03-18_14_40_10
10372,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_40_10
10373,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_40_10
10374,191,89,19,168,78,168,100,215,100,215,78,2013-03-18_14_40_10
10375,291,124,14,266,112,266,136,315,136,315,112,2013-03-18_14_40_10
10376,257,97,5,235,84,235,110,279,110,279,84,2013-03-18_14_40_10
10377,223,57,9,203,46,203,67,242,67,242,46,2013-03-18_14_40_10
10378,171,50,6,151,40,151,60,192,60,192,40,2013-03-18_14_40_10
10379,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_40_10
10380,195,11,15,176,4,176,18,214,18,214,4,2013-03-18_14_40_10
10381,215,40,2,195,30,195,49,235,49,235,30,2013-03-18_14_40_10
10382,157,34,1,138,24,138,43,175,43,175,24,2013-03-18_14_40_10
10383,393,259,4,355,237,355,281,431,281,431,237,2013-03-18_14_45_10
10384,305,245,18,271,224,271,266,338,266,338,224,2013-03-18_14_45_10
10385,360,216,8,329,198,329,234,391,234,391,198,2013-03-18_14_45_10
10386,245,167,0,217,151,217,183,274,183,274,151,2013-03-18_14_45_10
10387,277,204,16,246,186,246,222,308,222,308,186,2013-03-18_14_45_10
10388,213,112,3,188,99,188,125,237,125,237,99,2013-03-18_14_45_10
10389,224,136,12,197,120,197,152,251,152,251,120,2013-03-18_14_45_10
10390,300,148,13,274,134,274,161,326,161,326,134,2013-03-18_14_45_10
10391,338,290,11,304,268,304,312,373,312,373,268,2013-03-18_14_45_10
10392,326,176,10,297,160,297,193,355,193,355,160,2013-03-18_14_45_10
10393,172,66,17,150,54,150,79,193,79,193,54,2013-03-18_14_45_10
10394,191,89,19,168,78,168,100,214,100,214,78,2013-03-18_14_45_10
10395,278,123,14,253,111,253,136,302,136,302,111,2013-03-18_14_45_10
10396,257,97,5,235,83,235,111,280,111,280,83,2013-03-18_14_45_10
10397,171,50,6,151,40,151,60,192,60,192,40,2013-03-18_14_45_10
10398,222,55,9,202,45,202,65,242,65,242,45,2013-03-18_14_45_10
10399,239,75,7,214,64,214,87,264,87,264,64,2013-03-18_14_45_10
10400,194,23,15,176,15,176,32,212,32,212,15,2013-03-18_14_45_10
10401,194,11,15,175,4,175,18,214,18,214,4,2013-03-18_14_45_10
10402,215,40,2,195,30,195,49,235,49,235,30,2013-03-18_14_45_10
